profit factor = -0.0670594927869
winning days = 774
average win = 0.0291382829665
sharpe ratio = 9.66092458073
max consecutive wins = 35
cumulative return = 81695731.0179
max consecutive losses = 4
information ratio = 0.608581044656
total days = 944
average loss = -1.97831631014
max daily return = 0.243717722594
reference cumulative return = 0.27604165477134646
average daily return = 0.019486706308
win rate = 0.8199152542372882
max daily drawdown = -0.191209997944
average_t_stats = [43.21330426009547, 83.347187143808696, 4.9922791108517108, 50.315709187191572, 156.67458864506122]
daily return stdev = 0.03201990347733949
max drawdown = 0.191209997944
total transaction fee = 0
losing days = 170

Date	Gain%	Val	Ref_value	Daily_fee
2014-07-29	-4.91878%	24331794776.67873	12050293.44100	0.00000
2014-07-30	0.88757%	24547757318.05374	12041774.77661	0.00000
2014-07-31	-1.34769%	24216928599.67173	11927886.74753	0.00000
2014-08-01	1.20603%	24508991471.46431	11856397.98551	0.00000
2014-08-04	3.85398%	25453562693.33844	11877569.17831	0.00000
2014-08-05	2.61808%	26119957524.07634	11898489.86944	0.00000
2014-08-06	3.00963%	26906071900.47999	11981121.62281	0.00000
2014-08-07	0.52529%	27047407614.14105	11900523.08233	0.00000
2014-08-08	3.09889%	27885576696.63847	11994583.92268	0.00000
2014-08-11	2.90045%	28694385117.83798	12050473.65339	0.00000
2014-08-12	4.51192%	29989052567.53432	12001441.69196	0.00000
2014-08-13	2.73527%	30809332940.94025	12049410.98290	0.00000
2014-08-14	1.80928%	31366760678.98357	12073439.84537	0.00000
2014-08-15	2.14229%	32038726356.79302	11987832.75717	0.00000
2014-08-18	-0.77073%	31791793093.48848	12033038.82307	0.00000
2014-08-19	2.37474%	32546765075.32718	12050378.56768	0.00000
2014-08-20	3.12514%	33563897881.74154	12037298.35284	0.00000
2014-08-21	1.91803%	34207663909.06594	12050597.08025	0.00000
2014-08-22	0.79971%	34481224384.42174	12080938.45323	0.00000
2014-08-25	-0.90903%	34167781128.03376	12079726.78817	0.00000
2014-08-26	0.92725%	34484602378.83542	12136682.60742	0.00000
2014-08-27	1.21648%	34904099947.21297	12123704.89068	0.00000
2014-08-28	2.29435%	35704920875.65974	12117560.77979	0.00000
2014-08-29	5.34610%	37613742039.29291	12175994.59238	0.00000
2014-09-02	-2.36570%	36723914000.21057	12203331.15379	0.00000
2014-09-03	1.79168%	37381887489.35968	12120822.48729	0.00000
2014-09-04	7.35224%	40130292889.99710	12064315.55232	0.00000
2014-09-05	3.70834%	41618461407.11826	12106604.05931	0.00000
2014-09-08	-0.08527%	41582972664.09248	12177940.81106	0.00000
2014-09-09	-3.47907%	40136271221.74709	12098116.30590	0.00000
2014-09-10	-0.00240%	40135308873.55544	12153333.33849	0.00000
2014-09-11	2.00574%	40940317401.30704	12226255.83448	0.00000
2014-09-12	3.55480%	42395664114.53206	12172921.67073	0.00000
2014-09-15	1.78206%	43151179907.80446	12030459.75550	0.00000
2014-09-16	5.45928%	45506922347.45580	12065572.50921	0.00000
2014-09-17	5.56871%	48041072192.65511	12094931.56551	0.00000
2014-09-18	4.25996%	50087602928.24345	12079504.53555	0.00000
2014-09-19	-1.30460%	49434157966.85467	11971388.21692	0.00000
2014-09-22	0.96291%	49910162264.00394	11858827.92615	0.00000
2014-09-23	5.76520%	52787581426.22720	11821545.07391	0.00000
2014-09-24	3.62609%	54701707511.46931	11882492.70320	0.00000
2014-09-25	0.68646%	55077210790.44259	11770201.71544	0.00000
2014-09-26	1.76800%	56050973866.15726	11834057.79409	0.00000
2014-09-29	1.52901%	56908001171.62521	11918814.01091	0.00000
2014-09-30	-0.01563%	56899106661.34743	11838006.27349	0.00000
2014-10-01	-0.09979%	56842326271.16318	11680719.24961	0.00000
2014-10-02	2.57552%	58306313427.11433	11768729.03056	0.00000
2014-10-03	0.12489%	58379133534.04893	11778723.74953	0.00000
2014-10-06	-7.24527%	54149410545.22587	11658320.26050	0.00000
2014-10-07	0.69447%	54525460985.47373	11551156.68484	0.00000
2014-10-08	1.33233%	55251922046.97161	11674180.09681	0.00000
2014-10-09	1.92375%	56314833624.85603	11459453.23418	0.00000
2014-10-10	2.70030%	57835500957.34439	11359861.16895	0.00000
2014-10-13	3.63051%	59935227297.16100	11299313.01562	0.00000
2014-10-14	0.12461%	60009913341.59105	11285524.93549	0.00000
2014-10-15	6.04395%	63636881464.32978	11474041.18085	0.00000
2014-10-16	3.07049%	65590845337.03944	11768878.85710	0.00000
2014-10-17	3.13902%	67649754375.70390	11654051.66708	0.00000
2014-10-20	1.27749%	68513974829.23396	11764381.61110	0.00000
2014-10-21	3.47557%	70895222732.58191	11857364.04030	0.00000
2014-10-22	3.72669%	73537265270.70091	11725370.36421	0.00000
2014-10-23	2.17270%	75135007149.60526	11771251.45036	0.00000
2014-10-24	3.30227%	77616168646.08588	11794434.54640	0.00000
2014-10-27	-0.28995%	77391118174.36916	11817764.34586	0.00000
2014-10-28	7.60934%	83280068753.68124	12000591.62126	0.00000
2014-10-29	-0.78275%	82628197494.95560	11987914.61432	0.00000
2014-10-30	0.54234%	83076320065.79553	12088498.70126	0.00000
2014-10-31	0.50901%	83499183011.12416	12070670.05971	0.00000
2014-11-03	14.46002%	95573179278.82245	12050648.47394	0.00000
2014-11-04	0.33353%	95891939772.55734	12049698.57514	0.00000
2014-11-05	0.08092%	95969535137.98508	11992526.23158	0.00000
2014-11-06	1.26873%	97187128139.33363	12029769.00252	0.00000
2014-11-07	-2.14437%	95103080385.96715	12046270.83179	0.00000
2014-11-10	0.79293%	95857178144.66068	12090211.97569	0.00000
2014-11-11	1.81070%	97592864864.43655	12097724.77319	0.00000
2014-11-12	1.82426%	99373212342.35069	12193313.15369	0.00000
2014-11-13	2.50166%	101859190141.13503	12104430.23647	0.00000
2014-11-14	4.80519%	106753719462.92076	12112124.52636	0.00000
2014-11-17	1.99424%	108882645586.28163	12050511.12879	0.00000
2014-11-18	3.44654%	112635325354.68257	12084627.49347	0.00000
2014-11-19	3.22137%	116263721574.25409	12002113.26943	0.00000
2014-11-20	2.07785%	118679507117.82433	12117912.52317	0.00000
2014-11-21	2.72907%	121918357540.47282	12029060.48955	0.00000
2014-11-24	1.70876%	124001643981.75984	12105866.32345	0.00000
2014-11-25	0.56544%	124702804676.32198	12088770.91780	0.00000
2014-11-26	1.92113%	127098506328.25999	12144670.17636	0.00000
2014-11-28	-1.31102%	125432217234.70181	12032648.42739	0.00000
2014-12-01	4.46237%	131029470051.00958	11855650.28184	0.00000
2014-12-02	0.93114%	132249537811.14412	11936271.47628	0.00000
2014-12-03	3.16904%	136440575593.30585	11999677.33639	0.00000
2014-12-04	2.45166%	139785638081.60095	11964067.55343	0.00000
2014-12-05	2.75310%	143634081177.80765	12033502.81791	0.00000
2014-12-08	1.62885%	145973671090.36694	11911729.12486	0.00000
2014-12-09	0.80711%	147151840725.35345	12147742.57933	0.00000
2014-12-10	3.12870%	151755783851.18317	11975015.29895	0.00000
2014-12-11	1.12167%	153457987729.51880	11979284.72838	0.00000
2014-12-12	8.06680%	165837132671.63217	11985359.40674	0.00000
2014-12-15	2.18761%	169465004707.38272	11817095.79393	0.00000
2014-12-16	6.28156%	180110051782.71576	11829074.83647	0.00000
2014-12-17	1.04592%	181993863171.98895	12052211.12153	0.00000
2014-12-18	5.36303%	191754252061.97852	12100811.58836	0.00000
2014-12-19	2.91301%	197340072395.39996	12148327.38991	0.00000
2014-12-22	0.20121%	197737149861.04294	12191388.82125	0.00000
2014-12-23	3.50583%	204669485708.81171	12149262.95182	0.00000
2014-12-24	2.59561%	209981913619.58911	12186831.09071	0.00000
2014-12-26	1.91156%	213995839891.18552	12234691.92038	0.00000
2014-12-29	1.39182%	216974269392.99292	12248356.55795	0.00000
2014-12-30	-12.10321%	190713428627.66177	12259735.77076	0.00000
2014-12-31	2.06584%	194653270895.01044	12274116.74148	0.00000
2015-01-02	2.48462%	199489661480.13968	12234580.69937	0.00000
2015-01-05	2.01251%	203504404892.18069	12168828.69779	0.00000
2015-01-06	6.98301%	217715144446.57904	11998425.70130	0.00000
2015-01-07	0.78681%	219428141017.29919	12044103.64705	0.00000
2015-01-08	3.41191%	226914829690.56653	12120620.60860	0.00000
2015-01-09	-0.02872%	226849664733.61435	12074070.19510	0.00000
2015-01-12	1.91890%	231202673287.80389	12019607.96163	0.00000
2015-01-13	4.90662%	242546919621.75250	11922550.65642	0.00000
2015-01-14	1.47600%	246126923189.41565	11967058.45875	0.00000
2015-01-15	0.06336%	246282872515.20969	11767446.25981	0.00000
2015-01-16	2.84816%	253297393173.33371	11936785.44463	0.00000
2015-01-20	2.66150%	260038899687.93399	11874413.83269	0.00000
2015-01-21	5.02745%	273112213560.79068	11836190.43815	0.00000
2015-01-22	1.73211%	277842806023.76978	11924372.90965	0.00000
2015-01-23	0.65852%	279672445873.35602	11928966.94386	0.00000
2015-01-26	5.01603%	293700888599.70740	12025836.06763	0.00000
2015-01-27	0.21843%	294342413218.86475	12083870.39689	0.00000
2015-01-28	4.23852%	306818167321.88104	11894761.11796	0.00000
2015-01-29	2.08781%	313223960741.86591	11979275.92428	0.00000
2015-01-30	-0.84811%	310567480459.19501	11896659.47935	0.00000
2015-02-02	3.05955%	320069453352.10162	11934519.92896	0.00000
2015-02-03	1.45798%	324735986880.26837	12037940.73827	0.00000
2015-02-04	1.20458%	328647694475.15698	12032116.91299	0.00000
2015-02-05	2.02211%	335293298402.41498	12142885.54118	0.00000
2015-02-06	0.14393%	335775890718.02826	12123322.59033	0.00000
2015-02-09	1.81700%	341876934546.67578	12103833.49853	0.00000
2015-02-10	2.75643%	351300531338.40375	12092262.39199	0.00000
2015-02-11	2.42793%	359829872250.22284	12094718.80568	0.00000
2015-02-12	0.87067%	362962787537.69397	12144242.45655	0.00000
2015-02-13	0.02538%	363054903662.05206	12196999.73827	0.00000
2015-02-17	-4.16571%	347931096954.14520	12237745.99579	0.00000
2015-02-18	-4.86696%	330997416715.24200	12286088.64611	0.00000
2015-02-19	3.93518%	344022765901.64716	12324946.49687	0.00000
2015-02-20	-0.38739%	342690062744.02551	12324098.09682	0.00000
2015-02-23	3.29470%	353980666842.96490	12318887.70231	0.00000
2015-02-24	2.38986%	362440293838.06232	12337711.90931	0.00000
2015-02-25	0.18019%	363093387240.63123	12386787.78407	0.00000
2015-02-26	-0.55132%	361091564270.22864	12419453.22383	0.00000
2015-02-27	-0.27946%	360082468399.83160	12389278.76741	0.00000
2015-03-02	0.85886%	363175066003.90387	12444480.43492	0.00000
2015-03-03	3.79265%	376949009745.99719	12423333.97084	0.00000
2015-03-04	0.15743%	377542431115.19342	12443817.04030	0.00000
2015-03-05	4.19572%	393383035598.61884	12470548.59157	0.00000
2015-03-06	4.05792%	409346211542.84381	12419732.22306	0.00000
2015-03-09	3.19837%	422438636756.63373	12402712.19932	0.00000
2015-03-10	4.27808%	440510891292.21521	12348547.40060	0.00000
2015-03-11	1.96511%	449167419311.34454	12347610.83907	0.00000
2015-03-12	5.66302%	474603853903.77026	12420129.41501	0.00000
2015-03-13	-1.96321%	465286377910.91034	12394560.09346	0.00000
2015-03-16	5.61478%	491411195141.26636	12383165.70228	0.00000
2015-03-17	1.08009%	496718884059.23865	12427377.13830	0.00000
2015-03-18	4.46235%	518884204356.72296	12510536.70675	0.00000
2015-03-19	0.37631%	520836829183.37531	12567318.20548	0.00000
2015-03-20	2.41952%	533438572735.88062	12550010.62894	0.00000
2015-03-23	-3.83629%	512974348063.09705	12577324.58261	0.00000
2015-03-24	1.51527%	520747315201.98218	12583937.29076	0.00000
2015-03-25	-3.88548%	500513761303.77411	12333841.08383	0.00000
2015-03-26	4.71573%	524116654768.33447	12341221.80848	0.00000
2015-03-27	-1.96609%	513812074794.26270	12389796.91356	0.00000
2015-03-30	2.51552%	526737123652.49255	12425553.62917	0.00000
2015-03-31	1.96692%	537097646321.98035	12422499.47230	0.00000
2015-04-01	4.29421%	560161762290.00977	12438497.11080	0.00000
2015-04-02	1.69208%	569640132042.92664	12481500.25107	0.00000
2015-04-06	2.59771%	584437752506.34363	12543559.26711	0.00000
2015-04-07	3.99493%	607785616515.77271	12544351.53998	0.00000
2015-04-08	0.53703%	611049577602.71094	12614195.27540	0.00000
2015-04-09	1.70389%	621461214671.93811	12626891.09650	0.00000
2015-04-10	3.16880%	641154066091.00208	12642954.79831	0.00000
2015-04-13	-0.44566%	638296711301.60535	12655570.83374	0.00000
2015-04-14	1.18715%	645874282413.55554	12657347.72629	0.00000
2015-04-15	1.93223%	658354043568.11584	12719333.86831	0.00000
2015-04-16	0.45513%	661350411724.91602	12728375.86204	0.00000
2015-04-17	14.68797%	758489347063.95435	12656917.76192	0.00000
2015-04-20	3.39598%	784247496572.92395	12695086.08903	0.00000
2015-04-21	6.37378%	834233699332.96179	12660111.24276	0.00000
2015-04-22	0.80985%	840989758044.03955	12663448.78216	0.00000
2015-04-23	2.81577%	864670135072.87280	12743719.24868	0.00000
2015-04-24	-0.92880%	856639077409.26624	12708774.31975	0.00000
2015-04-27	-3.01485%	830812705341.43481	12545682.94774	0.00000
2015-04-28	1.96931%	847174003036.16223	12568080.52565	0.00000
2015-04-29	1.16266%	857023758833.64905	12527843.67940	0.00000
2015-04-30	2.29472%	876690082380.42297	12375240.64129	0.00000
2015-05-01	2.45432%	898206849368.60046	12420367.50454	0.00000
2015-05-04	2.48438%	920521750709.18701	12444927.83474	0.00000
2015-05-05	-8.44722%	842763267987.10999	12323778.15784	0.00000
2015-05-06	4.85588%	883686874313.35608	12272177.63127	0.00000
2015-05-07	0.09453%	884522220351.40466	12318623.17511	0.00000
2015-05-08	3.08925%	911847339654.53003	12305976.69921	0.00000
2015-05-11	1.44434%	925017511099.51929	12332825.74000	0.00000
2015-05-12	2.21795%	945533907435.00916	12354167.96565	0.00000
2015-05-13	1.23723%	957232311309.91382	12347808.53301	0.00000
2015-05-14	0.05110%	957721495534.46484	12383229.71250	0.00000
2015-05-15	0.95883%	966904390590.38525	12393771.86567	0.00000
2015-05-18	11.03307%	1073583637104.35205	12467078.97930	0.00000
2015-05-19	0.99994%	1084318781264.67065	12435672.92248	0.00000
2015-05-20	-5.11991%	1028802666936.79297	12436539.34310	0.00000
2015-05-21	0.31352%	1032028162251.04651	12433766.30568	0.00000
2015-05-22	-0.32006%	1028725011113.18054	12427640.00763	0.00000
2015-05-26	3.82835%	1068108229798.94653	12362048.58719	0.00000
2015-05-27	2.14477%	1091016728113.33936	12436075.94460	0.00000
2015-05-28	-3.83821%	1049141252805.39404	12459486.63521	0.00000
2015-05-29	3.08105%	1081465794275.79724	12446445.95099	0.00000
2015-06-01	-0.86617%	1072098500250.39294	12407620.96316	0.00000
2015-06-02	1.55336%	1088752035036.35474	12489654.04541	0.00000
2015-06-03	-0.47079%	1083626320337.56665	12580357.55535	0.00000
2015-06-04	0.69600%	1091168313333.42200	12540884.03647	0.00000
2015-06-05	2.57191%	1119232130732.73511	12634099.59422	0.00000
2015-06-08	2.36596%	1145712683118.17798	12602171.46877	0.00000
2015-06-09	0.73340%	1154115380867.23340	12570591.49477	0.00000
2015-06-10	3.87139%	1198795635779.42480	12643957.98433	0.00000
2015-06-11	3.85878%	1245054564932.05835	12640843.14277	0.00000
2015-06-12	3.20513%	1284960125472.63110	12657851.75550	0.00000
2015-06-15	3.91756%	1335299247070.75122	12694012.37626	0.00000
2015-06-16	3.43981%	1381230955549.03101	12729774.64229	0.00000
2015-06-17	0.94234%	1394246825926.05249	12705633.36580	0.00000
2015-06-18	1.51157%	1415321804997.56519	12775477.21628	0.00000
2015-06-19	2.77950%	1454660701287.65723	12748142.49155	0.00000
2015-06-22	1.13624%	1471189100339.95483	12765807.94927	0.00000
2015-06-23	3.05539%	1516139616055.54150	12788577.29393	0.00000
2015-06-24	0.46894%	1523249341988.56665	12720116.02270	0.00000
2015-06-25	2.97800%	1568611708364.26953	12668727.21267	0.00000
2015-06-26	1.76785%	1596342365346.30444	12606889.94571	0.00000
2015-06-29	5.56748%	1685218409299.13013	12428499.94396	0.00000
2015-06-30	1.55551%	1711432208574.78784	12427039.51128	0.00000
2015-07-01	1.37852%	1735024573061.17529	12352030.74452	0.00000
2015-07-02	1.40038%	1759321516910.64771	12284537.85357	0.00000
2015-07-03	0.00000%	1759321516910.64771	12284537.85357	0.00000
2015-07-06	2.35981%	1800838140362.46704	12326359.99479	0.00000
2015-07-07	0.71052%	1813633507587.37793	12290798.22315	0.00000
2015-07-08	3.37734%	1874886033684.89624	12176701.28777	0.00000
2015-07-09	-3.26958%	1813585047123.65869	12137420.21494	0.00000
2015-07-10	3.27051%	1872898512814.80786	12195494.12078	0.00000
2015-07-13	-2.38221%	1828282093937.66895	12259226.40618	0.00000
2015-07-14	1.57690%	1857112257010.44922	12333721.18749	0.00000
2015-07-15	0.26595%	1862051178712.05615	12252889.98357	0.00000
2015-07-16	0.34274%	1868433144975.02295	12278892.74936	0.00000
2015-07-17	1.37466%	1894117674797.49365	12251148.10700	0.00000
2015-07-20	1.47775%	1922107990611.97339	12127497.51237	0.00000
2015-07-21	3.06796%	1981077422726.74341	12103903.02471	0.00000
2015-07-22	4.86252%	2077407791971.56470	12149344.77104	0.00000
2015-07-23	-0.52066%	2066591572698.72168	12047388.58230	0.00000
2015-07-24	-1.80346%	2029321359545.84033	11912499.56249	0.00000
2015-07-27	1.40716%	2057877085552.64746	11865281.47721	0.00000
2015-07-28	6.15735%	2184587859076.09741	11893181.76683	0.00000
2015-07-29	0.55007%	2196604690479.91846	11912135.24582	0.00000
2015-07-30	2.03459%	2241296645246.75195	11949677.29914	0.00000
2015-07-31	2.43099%	2295782380902.08154	11963857.36304	0.00000
2015-08-03	-0.75680%	2278407992142.60254	11893478.76448	0.00000
2015-08-04	0.08599%	2280367308692.57861	11878555.54197	0.00000
2015-08-05	1.40521%	2312411202523.20508	11849020.04868	0.00000
2015-08-06	10.89029%	2564239558781.46484	11770684.62825	0.00000
2015-08-07	-13.15408%	2226937557642.43701	11760305.49765	0.00000
2015-08-10	-0.48586%	2216117739606.49707	11818113.64252	0.00000
2015-08-11	7.57408%	2383968179005.05127	11793198.15505	0.00000
2015-08-12	-0.07247%	2382240604623.20361	11857185.40505	0.00000
2015-08-13	5.57512%	2515053470194.94580	11854691.30822	0.00000
2015-08-14	-0.63848%	2498995239521.46826	11906868.49706	0.00000
2015-08-17	10.12847%	2752105166524.54004	12001418.59894	0.00000
2015-08-18	1.06679%	2781464212588.35303	11931687.25139	0.00000
2015-08-19	2.30320%	2845526983605.39111	11874515.47407	0.00000
2015-08-20	-1.65970%	2798299869996.95215	11683056.50662	0.00000
2015-08-21	-0.64269%	2780315533772.80420	11691003.77809	0.00000
2015-08-24	10.78039%	3080044408757.93457	11808770.46714	0.00000
2015-08-25	12.45370%	3463623968781.48877	11528786.08842	0.00000
2015-08-26	0.85742%	3493321892542.43164	11554625.58061	0.00000
2015-08-27	3.35731%	3610603544128.85156	11672463.49283	0.00000
2015-08-28	1.06078%	3648903926065.54053	11831977.87061	0.00000
2015-08-31	2.95003%	3756547655176.76904	11874424.85231	0.00000
2015-09-01	1.30611%	3805612470142.60059	11837300.47391	0.00000
2015-09-02	0.90855%	3840188541367.53955	11844385.56490	0.00000
2015-09-03	4.31263%	4005801827339.70996	11794649.48591	0.00000
2015-09-04	1.67298%	4072817977649.74854	11855168.98675	0.00000
2015-09-08	0.18501%	4080353232605.14307	11902352.34162	0.00000
2015-09-09	1.30080%	4133430543241.78125	11746002.71632	0.00000
2015-09-10	2.74490%	4246889282026.24854	11803915.94967	0.00000
2015-09-11	-0.84089%	4211177781326.28613	11881110.79955	0.00000
2015-09-14	4.30062%	4392284612053.71045	11838811.87003	0.00000
2015-09-15	2.26880%	4491936877090.97656	11911457.90416	0.00000
2015-09-16	-0.42335%	4472920291283.40723	11972214.64527	0.00000
2015-09-17	3.40424%	4625189160158.01270	12045348.24639	0.00000
2015-09-18	1.72943%	4705178435837.96680	12153867.31052	0.00000
2015-09-21	1.17625%	4760523219076.03809	12038973.89088	0.00000
2015-09-22	22.17650%	5816240713713.04980	11988754.91520	0.00000
2015-09-23	6.27890%	6181436799767.58594	11912192.45663	0.00000
2015-09-24	6.25740%	6568234272503.19922	11938164.10387	0.00000
2015-09-25	0.59876%	6607562130736.97656	11666626.11301	0.00000
2015-09-28	-5.70085%	6230874714825.07324	11389098.20485	0.00000
2015-09-29	-1.50239%	6137262743347.73633	11263833.73789	0.00000
2015-09-30	1.00825%	6199141927470.57129	11307510.80285	0.00000
2015-10-01	4.65901%	6487960764890.51270	11240906.86659	0.00000
2015-10-02	3.79399%	6734113253966.57129	11498852.19938	0.00000
2015-10-05	4.34702%	7026846802134.43750	11633908.49495	0.00000
2015-10-06	1.74740%	7149634075257.94238	11603444.20683	0.00000
2015-10-07	4.46051%	7468544170544.56445	11710296.49932	0.00000
2015-10-08	1.72153%	7597117462663.08105	11798268.62258	0.00000
2015-10-09	3.21913%	7841678631457.63965	11823654.87908	0.00000
2015-10-12	4.33740%	8181803644461.50293	11764590.37916	0.00000
2015-10-13	3.88753%	8499874062797.37305	11687636.89494	0.00000
2015-10-14	-0.27484%	8476513111069.18945	11615256.37133	0.00000
2015-10-15	0.57995%	8525672247551.61035	11815700.79420	0.00000
2015-10-16	-0.53313%	8480219726417.55273	11796539.93629	0.00000
2015-10-19	0.54883%	8526762134195.92480	11830087.41017	0.00000
2015-10-20	-1.33325%	8413079239568.89160	11792593.23823	0.00000
2015-10-21	3.38079%	8697507758722.92871	11630485.66887	0.00000
2015-10-22	0.75276%	8762978968259.10938	11629954.59097	0.00000
2015-10-23	-0.82224%	8690926201679.53125	11667815.82643	0.00000
2015-10-26	2.62640%	8919184462035.07422	11620722.80734	0.00000
2015-10-27	0.30913%	8946756617376.95117	11530333.11534	0.00000
2015-10-28	-0.74501%	8880102341157.51367	11720085.42267	0.00000
2015-10-29	-1.50335%	8746603110314.06250	11661769.99207	0.00000
2015-10-30	1.32512%	8862506307640.59570	11605742.07391	0.00000
2015-11-02	3.06517%	9134157567697.37891	11792435.12978	0.00000
2015-11-03	3.38295%	9443161926734.92188	11882741.40864	0.00000
2015-11-04	2.72545%	9700530631800.50195	11881917.15123	0.00000
2015-11-05	0.48759%	9747829699828.97656	11839091.75358	0.00000
2015-11-06	-1.81405%	9570999462218.40625	11927435.21709	0.00000
2015-11-09	3.72185%	9927217447776.94727	11859402.20996	0.00000
2015-11-10	2.43796%	10169238854562.10547	11839795.03127	0.00000
2015-11-11	1.63103%	10335102373885.45898	11731500.51954	0.00000
2015-11-12	0.26812%	10362813048866.57031	11626176.59387	0.00000
2015-11-13	-2.03065%	10152380815127.51367	11596381.52689	0.00000
2015-11-16	4.48466%	10607680149623.47461	11658047.42079	0.00000
2015-11-17	5.88114%	11231532514925.55859	11614913.35920	0.00000
2015-11-18	3.75240%	11652984607445.89453	11692457.21499	0.00000
2015-11-19	2.58598%	11954328869592.35742	11650541.86793	0.00000
2015-11-20	-5.49911%	11296946637810.45898	11669328.89374	0.00000
2015-11-23	-1.09745%	11172968852959.51758	11750918.66065	0.00000
2015-11-24	2.45917%	11447731440443.79102	11864419.54214	0.00000
2015-11-25	0.75604%	11534280865461.71680	11964223.51055	0.00000
2015-11-27	2.13891%	11780988609962.45898	12019374.52185	0.00000
2015-11-30	-0.22473%	11754513587878.40234	12000791.19678	0.00000
2015-12-01	0.80415%	11849037168166.08594	12017924.84995	0.00000
2015-12-02	-0.69407%	11766796131225.43750	11947050.01997	0.00000
2015-12-03	2.91609%	12109926467216.72266	11790269.21761	0.00000
2015-12-04	9.41882%	13250538454477.58984	11842559.69162	0.00000
2015-12-07	-6.43686%	12397620110844.46875	11669578.68782	0.00000
2015-12-08	2.75839%	12739595210478.51953	11726977.13517	0.00000
2015-12-09	-0.89291%	12625841822787.89258	11648552.24251	0.00000
2015-12-10	2.08075%	12888554042032.34766	11694641.63278	0.00000
2015-12-11	3.52020%	13342256761556.87695	11600581.47915	0.00000
2015-12-14	5.05186%	14016288386705.81836	11485202.53907	0.00000
2015-12-15	-2.66663%	13642525797522.27930	11532338.21434	0.00000
2015-12-16	0.08907%	13654677794815.28516	11632747.10646	0.00000
2015-12-17	-1.57041%	13440243320697.39453	11546904.37423	0.00000
2015-12-18	1.17774%	13598534313097.18945	11533480.71014	0.00000
2015-12-21	2.43278%	13929356883607.89062	11556427.50175	0.00000
2015-12-22	5.21547%	14655838899688.50977	11597628.91664	0.00000
2015-12-23	-2.40731%	14303026798625.38477	11699063.61211	0.00000
2015-12-24	2.13397%	14608248547152.07031	11732107.10468	0.00000
2015-12-28	-4.26428%	13985311668826.86523	11681058.03723	0.00000
2015-12-29	2.75982%	14371280634850.29688	11708622.90764	0.00000
2015-12-30	0.07522%	14382090546749.83398	11667731.03946	0.00000
2015-12-31	2.93171%	14803732042644.65430	11642139.32330	0.00000
2016-01-04	2.41927%	15161873647615.44922	11618247.58834	0.00000
2016-01-05	-0.19415%	15132436875865.90430	11593442.50324	0.00000
2016-01-06	3.45854%	15655799007073.75586	11546722.96445	0.00000
2016-01-07	-3.52928%	15103261614050.75586	11396183.05317	0.00000
2016-01-08	6.53941%	16090926474436.82422	11195979.79716	0.00000
2016-01-11	9.88400%	17681354384194.36719	11001875.93715	0.00000
2016-01-12	3.05813%	18222073499610.12891	10905059.54459	0.00000
2016-01-13	4.61450%	19062931479070.16406	10553992.53752	0.00000
2016-01-14	4.12651%	19849564520000.06250	10646043.95152	0.00000
2016-01-15	2.53696%	20353139964849.30469	10664001.77786	0.00000
2016-01-19	-6.36933%	19056781905866.76562	10435560.55061	0.00000
2016-01-20	1.41050%	19325577218847.31641	10605865.94251	0.00000
2016-01-21	0.50453%	19423081236667.80078	10661687.63151	0.00000
2016-01-22	3.65177%	20132367792458.26953	10743714.36374	0.00000
2016-01-25	11.68855%	22485549157564.15234	10620608.15522	0.00000
2016-01-26	2.68769%	23089891753692.96094	10706611.27833	0.00000
2016-01-27	3.48626%	23894864728647.96484	10604792.56125	0.00000
2016-01-28	2.62929%	24523129943106.29297	10500400.87508	0.00000
2016-01-29	2.84402%	25220572353580.12500	10678944.00675	0.00000
2016-02-01	3.21357%	26031051872500.66406	10723785.21685	0.00000
2016-02-02	0.99446%	26289921314995.21875	10610999.24831	0.00000
2016-02-03	1.73725%	26746643637411.87500	10560180.26434	0.00000
2016-02-04	1.14005%	27051568211371.29688	10619777.70556	0.00000
2016-02-05	3.45748%	27986871764277.90234	10421630.17385	0.00000
2016-02-08	-1.08857%	27682216003999.74609	10305220.50252	0.00000
2016-02-09	5.28220%	29144446853763.06641	10311126.66486	0.00000
2016-02-10	-0.34470%	29043985711944.04297	10236504.90447	0.00000
2016-02-11	3.08219%	29939176941614.72656	10292302.84562	0.00000
2016-02-12	0.81813%	30184119662259.41797	10363994.08892	0.00000
2016-02-16	3.14827%	31134397453097.91406	10477069.79159	0.00000
2016-02-17	6.09732%	33032762002772.44141	10601061.57056	0.00000
2016-02-18	2.72117%	33931640350495.73828	10528060.75329	0.00000
2016-02-19	5.02638%	35637172058118.46094	10576789.38972	0.00000
2016-02-22	2.26117%	36442987705539.63281	10600111.58801	0.00000
2016-02-23	-1.80133%	35786528744506.10938	10506887.54481	0.00000
2016-02-24	4.64033%	37447143163900.92969	10647867.96866	0.00000
2016-02-25	4.68821%	39202745242705.10938	10659902.57123	0.00000
2016-02-26	4.80610%	41086869270863.69531	10711048.36511	0.00000
2016-02-29	1.00668%	41500482315012.49219	10683116.81980	0.00000
2016-03-01	2.10829%	42375432755076.72656	10779967.99594	0.00000
2016-03-02	2.42096%	43401326103051.40625	10911333.53274	0.00000
2016-03-03	3.38823%	44871860940449.82031	10961603.43319	0.00000
2016-03-04	1.47585%	45534103137517.04688	11021246.77069	0.00000
2016-03-07	2.08788%	46484798589631.33594	11191320.40895	0.00000
