average loss = -1.9890657381022518
reference cumulative return = 0.3356411408383593
max drawdown = 0.10467109349132564
average win = 0.011593996625721702
average_t_stats = [48.783941327223495, 101.71487705094904, 2.5893043060226368, 106.39922563323648, 175.15887407809882]
max consecutive wins = 14
winning days = 623
losing days = 378
information ratio = 0.1718929452933692
win rate = 0.6223776223776224
profit factor = -0.009606833852837088
sharpe ratio = 2.7287159122361135
max daily drawdown = -0.10467109349132564
total days = 1001
daily return stdev = 0.017115980039510943
max consecutive losses = 7
average daily return = 0.0029421162205740536
max daily return = 0.13048791605089294
cumulative return = 17.929744417143127
total transaction fee = 2778265.607953909

Date	Gain%	Val	Ref_value	Daily_fee
2016-10-06	-0.32%	150067835	12335369	5063
2016-10-07	1.07%	151672204	12241717	6551
2016-10-10	-0.83%	150407385	12276405	6302
2016-10-11	0.57%	151264709	12151274	6565
2016-10-12	0.36%	151807435	12162762	5296
2016-10-13	1.27%	153736557	12174795	5201
2016-10-14	0.02%	153763921	12110819	5645
2016-10-17	0.00%	153768687	12076379	6115
2016-10-18	1.16%	155552655	12058841	4606
2016-10-19	-0.61%	154605356	12109767	5452
2016-10-20	1.21%	156469832	12118461	5179
2016-10-21	6.71%	166973868	12175369	5926
2016-10-24	-2.89%	162148004	12140556	6172
2016-10-25	-0.28%	161690611	12097410	5327
2016-10-26	-1.50%	159260378	12080792	5492
2016-10-27	-2.32%	155562737	11956873	4973
2016-10-28	-1.16%	153755937	11922718	5485
2016-10-31	3.15%	158605258	11905735	6512
2016-11-01	-0.54%	157755814	11768313	4686
2016-11-02	-3.35%	152478111	11672890	4839
2016-11-03	-2.22%	149088208	11617659	4820
2016-11-04	1.87%	151883329	11633544	4264
2016-11-07	0.55%	152723310	11675950	6402
2016-11-08	5.50%	161120822	11732183	5076
2016-11-09	2.76%	165571560	12001277	5237
2016-11-10	-1.75%	162666787	11989357	9309
2016-11-11	1.37%	164890538	12079977	4934
2016-11-14	1.48%	167329754	12118213	5450
2016-11-15	0.36%	167938241	12216926	6239
2016-11-16	1.22%	169988207	12245746	6621
2016-11-17	13.05%	192169614	12227836	7658
2016-11-18	-0.10%	191973177	12233813	7594
2016-11-21	0.17%	192296483	12269886	7135
2016-11-22	-1.77%	188883390	12300041	8434
2016-11-23	0.86%	190504839	12380036	7844
2016-11-24	0.67%	191774500	13231085	5234
2016-11-25	0.35%	192454199	13247546	8208
2016-11-28	0.33%	193096670	13152097	7635
2016-11-29	0.30%	193685006	13152161	6842
2016-11-30	-4.65%	184683201	13098987	9057
2016-12-01	-0.47%	183820192	13017095	8870
2016-12-02	-0.81%	182332093	13035691	6039
2016-12-05	1.39%	184865578	13108113	7588
2016-12-06	2.79%	190023399	13199463	6900
2016-12-07	-0.19%	189663469	13322174	6317
2016-12-08	-0.69%	188346532	13409467	6418
2016-12-09	0.50%	189297444	13410600	6247
