win rate = 0.8199152542372882
max daily return = 0.24215860476855822
average win = 0.02945605963759371
losing days = 170
reference cumulative return = 0.27604165477134734
max daily drawdown = -0.19192199774717544
total days = 944
max consecutive wins = 35
daily return stdev = 0.032131409284304455
max consecutive losses = 4
average_t_stats = [43.216896604244482, 83.349095554065102, 4.9921935853569082, 50.316036771418318, 156.67021092934567]
cumulative return = 98136036.61165214
information ratio = 0.6126323319448571
average daily return = 0.01968474019851807
profit factor = -0.0678019920395554
average loss = -1.977990657595038
total transaction fee = 4007388343673.145
winning days = 774
max drawdown = 0.19192199774717544
sharpe ratio = 9.72523677266198

Date	Gain%	Val	Ref_value	Daily_fee
2015-02-25	0.21%	374712459807	12386788	18714736
2015-02-26	-0.50%	372851820446	12419453	19309248
2015-02-27	-0.16%	372237079732	12389279	20290873
2015-03-02	0.95%	375772662797	12444480	18809800
2015-03-03	3.86%	390274957668	12423334	19018002
2015-03-04	0.29%	391422570175	12443817	28462353
2015-03-05	4.33%	408362833415	12470549	23290636
2015-03-06	4.06%	424939100816	12419732	19917373
2015-03-09	3.38%	439285184646	12402712	26911572
2015-03-10	4.40%	458623988435	12348547	23010868
2015-03-11	1.98%	467691138083	12347611	24735610
2015-03-12	5.70%	494364244870	12420129	18965322
2015-03-13	-1.89%	485023142606	12394560	27987852
2015-03-16	5.64%	512362941106	12383166	23328147
2015-03-17	1.17%	518359063689	12427377	25600337
2015-03-18	4.58%	542082897364	12510537	25748390
2015-03-19	0.35%	543996731335	12567318	24567616
2015-03-20	2.45%	557319509064	12550011	22246252
2015-03-23	-3.91%	535524218543	12577325	32231976
2015-03-24	1.55%	543798624154	12583937	24490195
2015-03-25	-3.88%	522681150541	12333841	25276245
2015-03-26	4.71%	547296388211	12341222	25129125
2015-03-27	-2.00%	536342723554	12389797	31241048
2015-03-30	2.58%	550173311611	12425554	24133145
2015-03-31	2.06%	561489041619	12422499	26535713
2015-04-01	4.41%	586264780926	12438497	29325819
2015-04-02	1.66%	596025448303	12481500	29993168
2015-04-06	2.66%	611891999481	12543559	31227361
2015-04-07	4.01%	636405879956	12544352	29254819
2015-04-08	0.60%	640201643029	12614195	26692949
2015-04-09	1.72%	651210483161	12626891	28472008
2015-04-10	3.11%	671485539992	12642955	34112831
2015-04-13	-0.45%	668487193242	12655571	33290953
2015-04-14	1.45%	678198061604	12657348	44071442
2015-04-15	2.01%	691799775260	12719334	36783267
2015-04-16	0.45%	694907742149	12728376	30720880
2015-04-17	14.40%	795001405707	12656918	59323933
2015-04-20	3.41%	822134606131	12695086	42110637
2015-04-21	6.53%	875797242975	12660111	47317110
2015-04-22	0.84%	883137413072	12663449	49996810
2015-04-23	2.86%	908413955100	12743719	34835561
2015-04-24	-1.01%	899212060231	12708774	41118252
2015-04-27	-3.14%	870991472352	12545683	57280348
2015-04-28	2.05%	888853459642	12568081	46505902
2015-04-29	1.17%	899296630966	12527844	35702972
2015-04-30	2.25%	919491499689	12375241	43260167
2015-05-01	2.50%	942468578024	12420368	40312788
2015-05-04	2.54%	966411017885	12444928	34296970
2015-05-05	-8.44%	884872719716	12323778	36538516
2015-05-06	4.89%	928145236748	12272178	35171854
2015-05-07	0.06%	928709008225	12318623	36110536
2015-05-08	2.90%	955631931009	12305977	60340288
2015-05-11	1.52%	970121992054	12332826	53074330
2015-05-12	2.24%	991870070002	12354168	43448744
2015-05-13	1.25%	1004227162825	12347809	49035881
2015-05-14	0.10%	1005193025449	12383230	52186307
2015-05-15	1.08%	1016028742229	12393772	52231995
2015-05-18	10.98%	1127586292908	12467079	60304228
2015-05-19	0.99%	1138751844071	12435673	44972753
2015-05-20	-5.12%	1080498200251	12436539	45825500
2015-05-21	0.40%	1084847783797	12433766	53071366
2015-05-22	-0.25%	1082109764735	12427640	48569080
2015-05-26	4.09%	1126382426276	12362049	78090640
2015-05-27	2.27%	1151908506550	12436076	59755551
2015-05-28	-3.71%	1109168706403	12459487	77622103
2015-05-29	3.14%	1144031249513	12446446	59192713
2015-06-01	-0.84%	1134426036134	12407621	57012658
2015-06-02	1.65%	1153122933687	12489654	55899355
2015-06-03	-0.34%	1149237587982	12580358	71819069
2015-06-04	0.79%	1158293522044	12540884	58022537
2015-06-05	2.49%	1187154969354	12634100	51242684
2015-06-08	2.46%	1216347397265	12602171	52549444
2015-06-09	0.83%	1226493648816	12570591	75626510
2015-06-10	3.95%	1274946258194	12643958	58244535
2015-06-11	3.93%	1325042143485	12640843	62625735
2015-06-12	3.25%	1368075544692	12657852	64405648
2015-06-15	3.85%	1420743713610	12694012	72965009
2015-06-16	3.41%	1469143239942	12729775	52311282
2015-06-17	1.04%	1484437175293	12705633	79279362
2015-06-18	1.57%	1507690367294	12775477	65564106
2015-06-19	2.80%	1549927936976	12748142	68903631
2015-06-22	1.23%	1568997396743	12765808	87042743
2015-06-23	2.79%	1612768771189	12788577	122346877
2015-06-24	0.57%	1622031995141	12720116	77286129
2015-06-25	3.01%	1670931666762	12668727	73790881
2015-06-26	1.66%	1698615579344	12606890	111109473
2015-06-29	5.54%	1792634436654	12428500	115255216
2015-06-30	1.60%	1821297769257	12427040	77758108
2015-07-01	1.40%	1846823608059	12352031	71348791
2015-07-02	1.39%	1872435828525	12284538	86814710
2015-07-03	0.65%	1884658003823	12284538	229804312
2015-07-06	2.31%	1928189024357	12326360	87435278
2015-07-07	0.73%	1942179627096	12290798	91580734
2015-07-08	3.34%	2006962362278	12176701	112429102
2015-07-09	-3.24%	1941944125450	12137420	85910278
2015-07-10	3.26%	2005233987739	12195494	93815698
2015-07-13	-2.31%	1958814412509	12259226	98798031
2015-07-14	1.77%	1993458060237	12333721	116937872
2015-07-15	0.28%	1998970854289	12252890	74547111
2015-07-16	0.34%	2005840955165	12278893	81996489
2015-07-17	1.35%	2032969205251	12251148	91175774
2015-07-20	1.48%	2063076971714	12127498	77260739
2015-07-21	3.04%	2125854313543	12103903	88828820
2015-07-22	4.51%	2221669367037	12149345	160381875
2015-07-23	-0.51%	2210396884409	12047389	89217570
2015-07-24	-1.98%	2166603124394	11912500	122899545
2015-07-27	1.37%	2196358802015	11865281	102404981
2015-07-28	5.94%	2326834621202	11893182	149350659
2015-07-29	0.64%	2341635989724	11912135	100370470
2015-07-30	2.12%	2391272488651	11949677	107217243
2015-07-31	2.31%	2446408466469	11963857	120104893
2015-08-03	-0.71%	2429078398399	11893479	164710723
2015-08-04	0.26%	2435285603678	11878556	134460274
2015-08-05	1.44%	2470469185836	11849020	127731977
2015-08-06	10.90%	2739786401499	11770685	96721517
2015-08-07	-13.18%	2378738879069	11760305	113025420
2015-08-10	-0.46%	2367781588468	11818114	124550722
2015-08-11	7.49%	2545101863190	11793198	112846718
2015-08-12	-0.10%	2542661028726	11857185	123527635
2015-08-13	5.56%	2683937925322	11854691	147209194
2015-08-14	-0.79%	2662751127354	11906868	204532916
2015-08-17	10.20%	2934404538004	12001419	127479016
2015-08-18	1.09%	2966491401341	11931687	122050232
2015-08-19	2.45%	3039183902086	11874515	178741177
2015-08-20	-1.71%	2987089039893	11683057	154506761
2015-08-21	-0.64%	2968034750547	11691004	138768559
2015-08-24	10.67%	3284813586860	11808770	120976606
2015-08-25	12.51%	3695854690457	11528786	133984803
2015-08-26	0.85%	3727385614775	11554626	162383848
2015-08-27	3.39%	3853782872378	11672463	162191578
2015-08-28	1.02%	3893220636348	11831978	203403118
2015-08-31	2.97%	4008968015801	11874425	171938645
2015-09-01	1.42%	4065922729139	11837300	233025036
2015-09-02	0.92%	4103454015085	11844386	179074096
2015-09-03	4.31%	4280306015316	11794649	190123743
2015-09-04	1.71%	4353631897186	11855169	201436712
2015-09-08	0.25%	4364637569119	11902352	192624394
2015-09-09	1.28%	4420692426343	11746003	180930034
2015-09-10	2.90%	4548938138360	11803916	233689812
2015-09-11	-0.85%	4510291768756	11881111	189831751
2015-09-14	4.37%	4707472439853	11838812	200294504
2015-09-15	2.26%	4813668128155	11911458	237598156
2015-09-16	-0.39%	4794821924362	11972215	199259459
2015-09-17	3.45%	4960381135614	12045348	209145317
2015-09-18	1.78%	5048630246619	12153867	203017557
2015-09-21	1.06%	5102183382556	12038974	284219766
2015-09-22	22.11%	6230031731230	11988755	270156657
2015-09-23	6.38%	6627439584334	11912192	351815895
2015-09-24	6.32%	7046372051702	11938164	305960066
2015-09-25	0.56%	7085976169971	11666626	410350581
2015-09-28	-5.73%	6680224421241	11389098	348065374
2015-09-29	-1.55%	6576516265469	11263834	347102544
2015-09-30	1.13%	6650575003263	11307511	393342876
2015-10-01	4.51%	6950479049365	11240907	539941212
2015-10-02	3.78%	7213435718661	11498852	319912583
2015-10-05	4.48%	7536495614569	11633908	370639179
2015-10-06	1.89%	7678894160200	11603444	390886351
2015-10-07	4.49%	8023326253315	11710296	416312380
2015-10-08	1.76%	8164193229082	11798269	359911255
2015-10-09	3.28%	8431684081221	11823655	472307068
2015-10-12	4.52%	8812510932209	11764590	619316731
2015-10-13	3.95%	9160486874940	11687637	446223121
2015-10-14	-0.34%	9129403664028	11615256	587612322
2015-10-15	0.65%	9188411930035	11815701	390011605
2015-10-16	-0.60%	9133329419729	11796540	425006782
2015-10-19	0.54%	9182196320707	11830087	562023249
2015-10-20	-1.36%	9057199666651	11792593	504577488
2015-10-21	3.39%	9364125496062	11630486	408780322
2015-10-22	0.83%	9441622747489	11629955	378371935
2015-10-23	-0.88%	9358304770032	11667816	355324440
2015-10-26	2.63%	9604488814055	11620723	394621828
2015-10-27	0.29%	9632570605046	11530333	372132569
2015-10-28	-0.84%	9551359711276	11720085	511444975
2015-10-29	-1.50%	9407802907014	11661770	308877431
2015-10-30	1.30%	9529997461580	11605742	375934676
2015-11-02	3.27%	9841531231290	11792435	636484483
2015-11-03	3.47%	10182860672835	11882741	446950123
2015-11-04	2.64%	10452163334827	11881917	419582493
2015-11-05	0.48%	10502079136625	11839092	406848041
2015-11-06	-1.89%	10303961999901	11927435	428347802
2015-11-09	3.90%	10705613693233	11859402	740231238
2015-11-10	2.40%	10962364149726	11839795	444932582
2015-11-11	1.65%	11143276311830	11731501	426516461
2015-11-12	0.33%	11179984966885	11626177	747221594
2015-11-13	-2.20%	10934131387065	11596382	690679106
2015-11-16	4.64%	11441340129849	11658047	1109639586
2015-11-17	6.15%	12145180198253	11614913	938494789
2015-11-18	3.64%	12586906405509	11692457	620779674
2015-11-19	2.84%	12944395758293	11650542	937857596
2015-11-20	-5.44%	12240282954794	11669329	694686717
2015-11-23	-1.32%	12078871797700	11750919	1429972840
2015-11-24	2.38%	12366208775411	11864420	727864388
2015-11-25	1.08%	12500069468056	11964224	1010685835
2015-11-27	2.65%	12830798477400	12019375	1267191210
2015-11-30	0.12%	12845654993220	12000791	1249585973
2015-12-01	1.05%	12980930025283	12017925	1212398206
2015-12-02	-0.74%	12885467777558	11947050	677405705
2015-12-03	2.90%	13259022596720	11790269	748655942
2015-12-04	9.37%	14501706518590	11842560	705769696
2015-12-07	-6.72%	13526939952161	11669579	1434063420
2015-12-08	2.49%	13864236467440	11726977	1008196258
2015-12-09	-0.81%	13751967687880	11648552	819862823
2015-12-10	2.17%	14050693395154	11694642	680966153
2015-12-11	3.61%	14558469087880	11600581	850291315
2015-12-14	4.95%	15278782305763	11485203	1150090756
2015-12-15	-2.79%	14852379060997	11532338	1054220830
2015-12-16	0.16%	14875730515059	11632747	682420984
2015-12-17	-1.50%	14652192975785	11546904	711316156
2015-12-18	1.41%	14858586222246	11533481	1090513096
2015-12-21	2.30%	15200468386554	11556428	1002128604
2015-12-22	5.23%	15994919525697	11597629	960300042
2015-12-23	-2.31%	15626074157449	11699064	767970637
2015-12-24	2.16%	15963115649607	11732107	862524869
2015-12-28	-4.25%	15284412030153	11681058	867970918
2015-12-29	2.99%	15741597209476	11708623	981862654
2015-12-30	0.10%	15758003825796	11667731	1112869915
2015-12-31	2.59%	16165521560114	11642139	1932262021
2016-01-04	2.41%	16554440275852	11618248	917421323
2016-01-05	-0.21%	16519014560114	11593443	946785180
2016-01-06	3.43%	17085407172383	11546723	865874711
2016-01-07	-3.97%	16406310779294	11396183	1830475186
2016-01-08	6.62%	17492229403938	11195980	1297941745
2016-01-11	9.99%	19240236420674	11001876	971050154
2016-01-12	3.09%	19835158405341	10905060	1400583511
2016-01-13	4.74%	20775080265080	10553993	1182530136
2016-01-14	4.16%	21639658771795	10646044	1363755016
2016-01-15	2.47%	22174884789283	10664002	1020029138
2016-01-19	-6.51%	20730881550173	10435561	1677945207
2016-01-20	1.26%	20991391831837	10605866	1213771133
2016-01-21	0.50%	21096560758900	10661688	1231018858
2016-01-22	3.70%	21876505326269	10743714	1331330675
2016-01-25	11.87%	24474087604947	10620608	1753798558
2016-01-26	2.64%	25121161981393	10706611	1553897357
2016-01-27	3.52%	26004801195260	10604793	1581446530
2016-01-28	2.62%	26686702732786	10500401	1085461485
2016-01-29	2.81%	27437240096082	10678944	973140774
2016-02-01	3.40%	28369611153944	10723785	1971980941
2016-02-02	1.18%	28705570858766	10610999	1977824504
2016-02-03	1.82%	29229359090990	10560180	1606005317
2016-02-04	1.00%	29520875853320	10619778	2065051415
2016-02-05	3.52%	30559277271038	10421630	1815090474
2016-02-08	-1.60%	30071853198989	10305221	3698774931
2016-02-09	5.43%	31704788623923	10311127	2015218087
2016-02-10	-0.62%	31508980329187	10236505	2717896183
2016-02-11	3.14%	32499802145283	10292303	1519464543
2016-02-12	0.80%	32760251278238	10363994	1734855517
2016-02-16	2.98%	33736556818445	10477070	3144178604
2016-02-17	5.99%	35758264089102	10601062	2218627509
2016-02-18	2.83%	36770143264703	10528061	2205436294
2016-02-19	5.10%	38646287832956	10576789	2538997742
2016-02-22	2.44%	39587653263573	10600112	2691748710
2016-02-23	-1.82%	38867279157849	10506888	1870480124
2016-02-24	4.70%	40693159674310	10647868	2108639459
2016-02-25	4.84%	42661839823994	10659903	2185043812
2016-02-26	4.39%	44534823223612	10711048	4173083856
2016-02-29	1.04%	44996682345048	10683117	2513885145
2016-03-01	2.12%	45950894885175	10779968	2326917303
2016-03-02	2.53%	47111744690034	10911334	3022372604
2016-03-03	3.54%	48779268134628	10961603	3203617865
2016-03-04	1.53%	49524095164042	11021247	3155260808
2016-03-07	2.30%	50662320209890	11191320	4094591940
2016-03-08	2.98%	52170187722663	11027389	3678991282
2016-03-09	4.19%	54355571690159	11009089	3197634625
2016-03-10	-1.63%	53469682891457	10888002	3372226665
2016-03-11	3.62%	55405053533996	10966021	4919983096
2016-03-14	-4.36%	52989291940470	11005746	3224338064
2016-03-15	4.94%	55606945313758	10876917	4499763066
2016-03-16	3.83%	57739468891076	10922771	4010081977
2016-03-17	2.76%	59334702064241	11014528	3877391682
2016-03-18	0.20%	59453522198228	11052266	5721154500
2016-03-21	2.23%	60776956378401	11093717	3979963367
2016-03-22	3.35%	62814582939032	11152372	5054289365
2016-03-23	4.75%	65800781221309	10966668	4914676708
2016-03-24	1.07%	66506527788026	11031412	6082581440
2016-03-28	2.54%	68196495538079	10972561	6467610243
2016-03-29	5.14%	71700685216398	11145259	7207415437
2016-03-30	-0.30%	71483506784829	11135384	4597065039
2016-03-31	-4.60%	68192805271242	11167409	4397306236
2016-04-01	-1.13%	67423064091509	11258788	4309015532
2016-04-04	-0.38%	67163562715572	11224605	5117217921
2016-04-05	1.73%	68322471073392	11195043	4764113776
2016-04-06	0.70%	68800711378205	11310327	4507937720
2016-04-07	1.11%	69565854298443	11248169	5219780175
2016-04-08	1.40%	70537830690368	11196264	4751431380
2016-04-11	0.67%	71010447355110	11153946	4409304840
2016-04-12	2.30%	72646966003112	11221970	5260301720
2016-04-13	-8.07%	66783362632908	11358073	5893841598
2016-04-14	0.43%	67068669196460	11375441	4941139797
2016-04-15	0.62%	67482990201760	11394682	6327199593
2016-04-18	0.61%	67897239409103	11471094	4904131641
2016-04-19	1.70%	69054766045295	11438268	3827535206
2016-04-20	3.68%	71594623962820	11457886	3660660329
2016-04-21	1.43%	72616806871269	11468681	3607949148
2016-04-22	-2.19%	71024142214081	11539914	4078621998
2016-04-25	0.90%	71665929294108	11499377	6025375395
2016-04-26	9.65%	78581264915258	11518022	6582768818
2016-04-27	2.65%	80662736428919	11532154	5621685356
2016-04-28	0.27%	80880516369319	11490861	3767480363
2016-04-29	-6.70%	75458580815703	11421258	4496721682
2016-05-02	3.00%	77722365361317	11409555	5407030006
2016-05-03	2.24%	79460967173952	11333954	4816791968
2016-05-04	1.35%	80532778888044	11272738	5167792658
2016-05-05	4.69%	84305856305965	11163721	8090284756
2016-05-06	-1.78%	82802325561391	11176775	4751025470
2016-05-09	7.85%	89300105749439	11205364	7589732527
2016-05-10	1.29%	90451454933771	11243449	4169767181
2016-05-11	2.25%	92486511256717	11160628	5071593245
2016-05-12	1.70%	94059337514941	11002231	6715430520
2016-05-13	0.96%	94958316657070	10994692	6994079269
2016-05-16	4.91%	99622214303356	11064035	6705230075
2016-05-17	2.16%	101777727524666	10969737	7596821072
2016-05-18	5.82%	107704464333126	11023312	6930455522
2016-05-19	6.01%	114175872715820	10983059	10170820392
2016-05-20	1.72%	116138110602038	11078596	9858340087
2016-05-23	0.26%	116434438456211	11114437	9239727149
2016-05-24	0.14%	116602654551588	11219078	13267988181
2016-05-25	8.70%	126746999215363	11264109	11649840738
2016-05-26	-6.25%	118822187401301	11237657	7554267420
2016-05-27	-0.09%	118716696949116	11302749	8974663347
2016-05-31	4.86%	124486687632116	11330178	18724083573
2016-06-01	1.21%	125990950036642	11421773	9592348356
2016-06-02	0.40%	126494972193726	11498935	13109900708
2016-06-03	2.20%	129282124014395	11459664	8376409146
2016-06-06	-7.06%	120159586975569	11569818	9525153406
2016-06-07	-0.21%	119909820373300	11583586	9176125421
2016-06-08	8.37%	129949788828531	11645501	12674081762
2016-06-09	-0.36%	129487150583937	11595292	10238631515
2016-06-10	6.37%	137732072404227	11526810	17449084810
2016-06-13	3.47%	142508301731954	11450281	10504283130
2016-06-14	0.27%	142893901606866	11424389	12695978940
2016-06-15	4.91%	149904248001294	11431717	14159554888
2016-06-16	3.93%	155794951036124	11461552	14045456525
2016-06-17	1.84%	158666489077185	11410558	9840867895
2016-06-20	4.31%	165499277781377	11408488	14368736241
2016-06-21	1.88%	168610957446973	11365794	10479505135
2016-06-22	3.92%	175226120914637	11319722	18837732501
2016-06-23	1.38%	177650579664079	11410018	15336607369
2016-06-24	3.08%	183130580236933	11457709	11608327084
2016-06-27	1.23%	185381103451105	11226693	14525821088
2016-06-28	-0.27%	184871438696735	11317247	11075644530
2016-06-29	-0.80%	183385870740195	11383585	28266825883
2016-06-30	12.66%	206593500851456	11449729	15718139196
2016-07-01	-0.64%	205268415645808	11530906	12267668939
2016-07-05	3.25%	211941538333170	11451522	17978105083
2016-07-06	7.82%	228517962887722	11546852	15782886739
2016-07-07	1.46%	231855035021147	11565303	17744855323
2016-07-08	-1.72%	227872887591898	11687843	15240281258
2016-07-11	2.77%	234188022890393	11729977	15122831773
2016-07-12	7.86%	252603540925208	11795722	20539890532
2016-07-13	3.62%	261759694223110	11728505	19144225449
2016-07-14	-2.23%	255916550934220	11692570	40653971784
2016-07-15	4.65%	267816098467209	11697979	31412616773
2016-07-18	7.50%	287889668584377	11720495	18962135986
2016-07-19	1.05%	290922963831193	11670815	24829639332
2016-07-20	-0.37%	289848356073686	11748344	19764096030
2016-07-21	-2.98%	281214844588152	11733473	21772395338
2016-07-22	4.88%	294925290869535	11785145	22457824746
2016-07-25	2.77%	303090723301713	11755433	17372401217
2016-07-26	-6.59%	283114667316102	11803738	21007091230
2016-07-27	3.16%	292061605955363	11820671	17799354697
2016-07-28	0.53%	293599423672740	11817898	15968532613
2016-07-29	9.34%	321020324117572	11838306	14436993988
2016-08-01	-1.55%	316030506994786	11835472	24026281598
2016-08-02	1.29%	320121328421998	11729880	19762628797
2016-08-03	2.10%	326846989176312	11824633	17443313410
2016-08-04	-3.87%	314183976371381	11843871	16661641255
2016-08-05	3.04%	323749215086735	11928899	13641490572
2016-08-08	8.24%	350440796137288	11917490	25866666318
2016-08-09	1.20%	354644950289655	11918501	17975640615
2016-08-10	1.63%	360427740197931	11825340	26769713308
2016-08-11	4.17%	375467493648423	11864356	27669780475
2016-08-12	-1.90%	368335120279973	11893338	33409289987
2016-08-15	4.19%	383768204238265	11947380	31761145139
2016-08-16	1.13%	388087823471534	11930313	25307339767
2016-08-17	1.58%	394236136397970	11914308	32431874855
2016-08-18	4.30%	411204012099001	11992630	34527339221
2016-08-19	2.32%	420753759083324	12007132	34839908774
2016-08-22	3.20%	434219775269261	12049239	34156056502
2016-08-23	2.52%	445167358539170	12071342	31784155839
2016-08-24	6.92%	475971917900254	11977490	29954250659
2016-08-25	2.24%	486652277722468	11980796	47768190665
2016-08-26	0.25%	487859968088730	11960653	44208293730
2016-08-29	3.31%	504019659099916	11997070	43968115841
2016-08-30	-2.23%	492761444443191	12013604	79479761571
2016-08-31	4.36%	514267456182843	11973003	47147281963
2016-09-01	2.46%	526896799093855	11977898	29444607571
2016-09-02	2.87%	542026502003449	12004111	56728315720
2016-09-06	-5.12%	514260000975463	12024987	45112046223
2016-09-07	2.83%	528810571484288	12045627	33972297804
2016-09-08	3.25%	545996605789092	12079337	55145398815
2016-09-09	1.51%	554236760659430	11892503	39701023535
2016-09-12	2.85%	570012907221003	12049467	54175225186
2016-09-13	1.76%	580018371820505	11961853	64475073064
2016-09-14	3.64%	601152657096581	11964196	48687830083
2016-09-15	2.48%	616047170239445	12073401	47828663671
2016-09-16	5.19%	648041992401105	12094383	56665115668
2016-09-19	1.38%	656975559558859	12088176	63432602135
2016-09-20	-6.53%	614097522288230	12054979	38591673145
2016-09-21	4.09%	639220670727518	12113225	65419005053
2016-09-22	1.83%	650898193916229	12159081	74329878352
2016-09-23	2.02%	664022676954196	12143126	58698649200
2016-09-26	5.88%	703098326054601	12079815	55310953861
2016-09-27	3.21%	725632809805440	12137211	68698830764
2016-09-28	4.13%	755590496101673	12159011	76972502645
2016-09-29	3.35%	780879726582670	12030957	46640204193
2016-09-30	8.00%	843347878980169	12099811	106013397247
2016-10-03	-1.84%	827789877527473	12098956	44308456372
2016-10-04	-8.35%	758682350785790	12027036	41611136097
2016-10-05	2.63%	778647390321547	12076520	104606587169
2016-10-06	-0.25%	776701933991662	12044616	62691757758
2016-10-07	3.27%	802082298216780	11987695	48580624567
2016-10-10	-0.49%	798130044378662	12033864	67118043951
2016-10-11	3.57%	826593408208463	11899824	50691560243
2016-10-12	1.46%	838652698816275	11852633	60309345312
2016-10-13	0.68%	844334308569011	11813820	84817736345
2016-10-14	-1.69%	830089892725864	11736102	61528235959
2016-10-17	0.44%	833731585164222	11696293	60224094037
2016-10-18	6.38%	886932098641876	11671715	59417194141
2016-10-19	5.97%	939915229260002	11692322	61042478115
2016-10-20	4.41%	981360376116521	11722167	82238795502
