Date,int,prc,mom,hlv,vol,R^2,s_size
2014-03-06,0.00366562,-0.00039025,0.08272557,0.00159083,0.00014795,0.03245887,2000
2014-03-07,-0.00188497,0.00137769,0.01013432,0.00262015,-0.00024454,0.04786172,2000
2014-03-10,-0.00052221,-0.00027513,0.02168017,-0.00011754,-0.00035706,0.01012589,2000
2014-03-11,0.00156133,-0.00031053,-0.02582294,0.00073241,0.00056588,0.02815461,2000
2014-03-12,-0.00097289,-0.00091722,0.07506874,0.00040379,-0.00022522,0.02768311,2000
2014-03-13,0.00343967,-0.00039582,-0.00175736,0.00203485,0.00041219,0.04478639,2000
2014-03-14,-0.00075842,-0.00009359,0.06861027,-0.00055980,0.00020209,0.02206805,2000
2014-03-17,0.00395600,0.00020459,-0.04095017,0.00274306,0.00010590,0.04103077,2000
2014-03-18,-0.00117879,0.00057715,0.04505296,-0.00021015,-0.00003029,0.01204719,2000
2014-03-19,0.00029847,-0.00021486,0.00740552,0.00026090,0.00000318,0.00027978,2000
2014-03-20,-0.00432589,0.00057084,-0.00607735,0.00018460,-0.00032602,0.00893549,2000
2014-03-21,0.00184651,0.00075975,-0.00167710,0.00147278,0.00061622,0.04605413,2000
2014-03-24,-0.00002272,0.00068894,-0.03383060,0.00102355,0.00017137,0.01708812,2000
2014-03-25,0.00238140,0.00036936,-0.05267562,0.00160872,0.00029743,0.07564738,2000
2014-03-26,0.00273761,0.00046394,0.01617914,0.00257128,-0.00008379,0.02775028,2000
2014-03-27,0.00102989,-0.00016212,0.03584760,0.00059019,-0.00001381,0.00632055,2000
2014-03-28,0.00076406,0.00028995,0.02065012,0.00011323,0.00058280,0.02628856,2000
2014-03-31,0.00301038,0.00042381,-0.01548603,0.00217936,0.00050848,0.01004246,2000
2014-04-01,0.00485042,-0.00085449,-0.02026986,0.00231084,-0.00004522,0.00776906,2000
2014-04-02,0.00199335,-0.00039465,-0.00962996,0.00272346,0.00000981,0.04243755,2000
2014-04-03,-0.00097564,0.00040101,-0.02453133,-0.00019383,0.00010056,0.00769125,2000
2014-04-04,0.00697371,-0.00038446,-0.02306128,0.00364716,0.00033694,0.08953375,2000
2014-04-07,0.00226035,-0.00110972,0.05048156,-0.00474814,-0.00088989,0.01049752,2000
2014-04-08,0.00276518,-0.00051212,0.02956987,0.00168985,0.00031957,0.01504712,2000
2014-04-09,-0.00045817,0.00083839,0.03216113,0.00177434,-0.00001302,0.04201378,2000
2014-04-10,0.00247032,-0.00083322,-0.00084696,-0.00082627,0.00030858,0.00474727,2000
2014-04-11,-0.00522553,0.00011530,0.09679105,-0.00375470,0.00009389,0.15077216,2000
2014-04-14,0.00464239,0.00056744,-0.03238260,0.00441681,0.00025998,0.11489940,2000
2014-04-15,-0.00259695,0.00085676,-0.01778189,-0.00056225,-0.00043905,0.00387318,2000
2014-04-16,0.00264723,0.00088015,-0.04533453,0.00359651,0.00027325,0.12360671,2000
2014-04-17,-0.00012807,-0.00011430,0.00475217,-0.00025974,-0.00019773,0.00336283,2000
2014-04-18,0.00084203,0.00381270,0.00000000,-0.00802421,-0.00373441,1.00000000,4
2014-04-21,0.00107135,-0.00011604,-0.02330688,0.00111652,-0.00004473,0.01121720,2000
2014-04-22,0.00099316,0.00006550,0.01796953,0.00117862,-0.00013089,0.00926745,2000
2014-04-23,0.00076251,-0.00037666,-0.00893078,-0.00036236,0.00028450,0.00385318,2000
2014-04-24,0.00264511,0.00015784,-0.11090501,0.00211362,0.00025378,0.05227233,2000
2014-04-25,-0.00389565,0.00043877,0.02290262,-0.00256343,-0.00024187,0.03135243,2000
2014-04-28,-0.00067347,0.00099268,-0.03705361,0.00019575,0.00001745,0.01428251,2000
2014-04-29,0.00228780,0.00028327,-0.03744319,0.00154267,-0.00008887,0.01235076,2000
2014-04-30,-0.00279569,0.00044434,-0.04452669,-0.00240945,0.00005693,0.01802679,2000
2014-05-01,0.00088008,-0.00017042,-0.05245190,0.00028407,0.00005300,0.00518379,2000
2014-05-02,0.00047450,0.00000190,0.01220656,0.00140749,-0.00015612,0.00500814,2000
2014-05-05,-0.00060958,-0.00113076,0.01096854,-0.00286523,0.00000995,0.07937604,2000
2014-05-06,0.00082708,-0.00082326,0.00973554,-0.00120581,0.00036554,0.01356282,2000
2014-05-07,0.00058433,0.00017990,-0.03268815,0.00020824,0.00042283,0.01057521,2000
2014-05-08,0.00312771,-0.00123429,-0.02497481,-0.00139849,-0.00004857,0.00679197,2000
2014-05-09,-0.00131388,-0.00035672,-0.03217195,-0.00295064,0.00074817,0.02829973,2000
2014-05-12,0.00414703,-0.00006700,-0.02391110,0.00224110,0.00049593,0.04321487,2000
2014-05-13,-0.00169833,0.00050117,-0.02966939,0.00100007,0.00025071,0.01695565,2000
2014-05-14,0.00074082,-0.00035859,-0.01567970,0.00005445,0.00026926,0.00419501,2000
2014-05-15,-0.00201427,-0.00014525,0.03138856,-0.00206520,-0.00007763,0.05056503,2000
2014-05-16,-0.00124785,0.00017926,-0.15036702,-0.00205108,-0.00011464,0.02241141,2000
2014-05-19,0.01027883,-0.00332666,-0.02746049,-0.00027693,0.00016678,0.00474064,2000
2014-05-20,-0.00138950,-0.00004172,-0.01964938,-0.00041431,-0.00007806,0.00462010,2000
2014-05-21,0.00102877,0.00036920,-0.06833780,0.00193693,0.00004834,0.06360075,2000
2014-05-22,0.00241935,-0.00040955,-0.00676783,0.00082815,-0.00016660,0.00864060,2000
2014-05-23,0.00449144,-0.00123415,-0.02135722,0.00110523,-0.00006671,0.00250355,2000
2014-05-26,-0.02183258,0.00417539,-0.00009623,0.00513448,0.00454380,1.00000000,4
2014-05-27,0.00238289,0.00034492,0.03565643,0.00214749,0.00007581,0.04888674,2000
2014-05-28,0.00022342,-0.00022889,-0.00068267,-0.00055115,0.00017885,0.00220488,2000
2014-05-29,-0.00108482,0.00086722,0.00489846,0.00100440,0.00013218,0.01169219,2000
2014-05-30,-0.00049640,0.00013529,-0.11631097,0.00104575,-0.00049198,0.04518505,2000
2014-06-02,0.00265366,-0.00055336,0.04497356,0.00033806,-0.00006261,0.00253638,2000
2014-06-03,-0.00107013,-0.00042356,-0.00640761,-0.00118338,-0.00012371,0.03064590,2000
2014-06-04,-0.00087501,-0.00031072,0.03364884,-0.00094674,0.00005516,0.00616576,2000
2014-06-05,0.00307611,-0.00038850,-0.07667747,0.00138092,0.00032584,0.02677313,2000
2014-06-06,0.00453908,-0.00047693,0.01394164,0.00258959,-0.00003170,0.05663776,2000
2014-06-09,0.00313471,-0.00107209,-0.01432034,0.00065888,-0.00034313,0.00524367,2000
2014-06-10,0.00192296,-0.00093351,-0.04768505,-0.00034009,0.00006726,0.02024145,2000
2014-06-11,-0.00093871,-0.00070770,0.01211792,-0.00151115,0.00011472,0.03168343,2000
2014-06-12,-0.00100035,-0.00001141,0.02392924,-0.00016265,-0.00009074,0.00196671,2000
2014-06-13,0.00371064,-0.00070756,0.01044137,0.00206658,0.00003929,0.00637111,2000
2014-06-16,-0.00006508,-0.00004156,0.01358525,0.00011508,-0.00021109,0.00233646,2000
2014-06-17,-0.00126453,0.00004046,-0.03331842,0.00067514,-0.00032167,0.00794350,2000
2014-06-18,0.00179437,-0.00056681,-0.04047728,0.00017607,0.00008221,0.00200669,2000
2014-06-19,0.00197782,-0.00002662,-0.03892303,0.00086797,0.00004451,0.00865404,2000
2014-06-20,-0.00073838,0.00051252,-0.04394917,-0.00028396,-0.00041292,0.00320836,2000
2014-06-23,0.00020196,0.00011219,-0.01580087,0.00066480,-0.00020865,0.00560238,2000
2014-06-24,0.00165636,-0.00082561,0.00114083,-0.00028715,-0.00014234,0.01693076,2000
2014-06-25,-0.00168603,-0.00026950,-0.01646582,-0.00200408,0.00014718,0.01725897,2000
2014-06-26,-0.00081409,0.00020898,-0.00130540,0.00092690,-0.00008145,0.00348148,2000
2014-06-27,-0.00149750,-0.00030914,0.02036299,-0.00163927,0.00015698,0.02729572,2000
2014-06-30,-0.00038042,0.00014518,-0.06079119,-0.00013730,-0.00021287,0.01095327,2000
2014-07-01,0.00146787,0.00016016,0.00977858,0.00144472,-0.00008833,0.00594688,2000
2014-07-02,0.00020476,-0.00028685,-0.03686572,0.00092851,-0.00004520,0.00482555,2000
2014-07-03,-0.00156324,0.00089502,-0.04117444,0.00112632,-0.00001186,0.02057567,2000
2014-07-04,-0.04834099,0.00740361,-0.00022620,0.01001821,0.00865291,1.00000000,4
2014-07-07,-0.00088526,-0.00030809,-0.03781412,-0.00031614,-0.00043497,0.02484183,2000
2014-07-08,0.00023971,-0.00034722,0.02739035,-0.00024751,-0.00047064,0.02302038,2000
2014-07-09,0.00067342,0.00011487,-0.04014299,0.00116712,0.00037819,0.01297564,2000
2014-07-10,-0.00350007,-0.00233501,0.19285587,-0.00906227,-0.00035501,0.08323710,2000
2014-07-11,-0.00240412,0.00042644,-0.05598684,0.00060646,-0.00009933,0.01594893,2000
2014-07-14,0.00095743,0.00119755,-0.13088909,0.00204452,-0.00023038,0.07126606,2000
2014-07-15,0.00138589,-0.00043796,-0.01348306,-0.00004955,0.00012275,0.00570654,2000
2014-07-16,0.00220209,0.00040869,-0.04147311,0.00141707,0.00050806,0.02940137,2000
2014-07-17,-0.00187716,-0.00034343,0.02228870,-0.00115003,-0.00028234,0.01932848,2000
2014-07-18,-0.00175176,0.00049384,-0.11805611,-0.00239927,0.00066287,0.06948482,2000
2014-07-21,0.00014952,-0.00078017,-0.04238321,-0.00067827,-0.00013595,0.03650018,2000
2014-07-22,0.00120771,0.00071649,0.02307003,0.00163968,0.00006006,0.01698466,2000
2014-07-23,-0.00184258,0.00111132,-0.10162177,0.00399077,-0.00054302,0.00643750,2000
2014-07-24,0.00088594,0.00016363,-0.01188303,0.00130960,0.00018339,0.00682005,2000
2014-07-25,-0.00113583,-0.00077696,-0.01508733,-0.00427276,0.00006956,0.03882915,2000
2014-07-28,0.00135544,-0.00030276,-0.05921085,-0.00031354,-0.00023165,0.01807744,2000
2014-07-29,0.00114786,-0.00009462,-0.03951227,-0.00040832,0.00011951,0.00294433,2000
2014-07-30,0.00338925,0.00020420,0.07940017,0.00585980,0.00019024,0.05850419,2000
2014-07-31,-0.00770881,-0.00025088,-0.11646618,-0.00645617,-0.00013512,0.07750810,2000
2014-08-01,0.00082004,-0.00075226,-0.05579287,-0.00024185,-0.00022172,0.00871486,2000
2014-08-04,0.00401628,-0.00050837,-0.05410816,0.00227366,0.00001343,0.01147747,2000
2014-08-05,-0.00240651,-0.00035592,-0.08033739,-0.00080513,-0.00018531,0.02092254,2000
2014-08-06,-0.00198322,-0.00070374,0.01421498,-0.00236643,-0.00035659,0.01650557,2000
2014-08-07,0.00144646,0.00039521,-0.04528994,0.00151848,0.00038056,0.00831943,2000
2014-08-08,-0.00150994,0.00042846,0.01087626,-0.00077035,0.00031205,0.00420651,2000
2014-08-11,0.00231771,0.00051755,-0.00925169,0.00254912,-0.00001270,0.03215827,2000
2014-08-12,0.00356914,-0.00143238,-0.01939681,-0.00123691,0.00057743,0.00217867,2000
2014-08-13,-0.00035280,0.00069423,-0.05430042,0.00104969,0.00014921,0.01609544,2000
2014-08-14,0.00003871,0.00037645,-0.02818589,-0.00006936,0.00005534,0.00681772,2000
2014-08-15,0.00478623,-0.00018042,0.03953125,0.00268025,-0.00022732,0.03415907,2000
2014-08-18,0.00260558,0.00061754,-0.11767394,0.00196253,-0.00000646,0.06057591,2000
2014-08-19,0.00695864,-0.00156115,0.00025106,0.00037288,0.00113341,0.00685155,2000
2014-08-20,-0.00154840,-0.00018902,-0.01501998,-0.00063971,0.00020157,0.00470701,2000
2014-08-21,-0.00126679,0.00044787,0.01022936,-0.00104746,0.00018120,0.01941641,2000
2014-08-22,0.00051432,-0.00036689,-0.00264301,-0.00040723,-0.00039739,0.00209480,2000
2014-08-25,0.00145428,0.00060351,-0.00765072,0.00154177,0.00037670,0.06152546,2000
2014-08-26,0.00202752,-0.00020632,-0.00177412,0.00044549,0.00026813,0.00769781,2000
2014-08-27,0.00074929,-0.00000383,0.02880318,0.00021201,0.00030025,0.00652170,2000
2014-08-28,-0.00127656,-0.00056186,0.02883630,-0.00153733,-0.00032526,0.02982229,2000
2014-08-29,-0.00003751,0.00038690,0.00431471,0.00041592,0.00023769,0.01312048,2000
2014-09-01,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4
2014-09-02,-0.00134391,0.00078175,-0.05851693,0.00090409,-0.00058655,0.03003382,2000
2014-09-03,0.00294423,0.00014705,-0.02379260,0.00157336,0.00039692,0.02976840,2000
2014-09-04,0.00057213,0.00015859,-0.01959051,0.00142916,-0.00017104,0.01752174,2000
2014-09-05,-0.00107699,-0.00010519,-0.05613738,-0.00081111,0.00011043,0.03194177,2000
2014-09-08,0.00017568,-0.00048646,-0.01826277,0.00010479,-0.00034791,0.00478816,2000
2014-09-09,-0.00112387,-0.00009466,0.00936604,-0.00029916,0.00013689,0.00054778,2000
2014-09-10,-0.00183913,0.00027484,-0.04609230,0.00004276,0.00011803,0.01144144,2000
2014-09-11,-0.00214183,-0.00064627,-0.02551898,-0.00222569,-0.00025546,0.00757058,2000
2014-09-12,-0.00271623,0.00044064,0.02617282,0.00058132,-0.00037607,0.01374923,2000
2014-09-15,-0.00044784,0.00002541,-0.02175429,-0.00084471,0.00007530,0.00670616,2000
2014-09-16,-0.00189959,0.00014435,0.04341661,-0.00046388,-0.00025506,0.00763713,2000
2014-09-17,0.00051950,0.00011121,0.01606101,0.00097473,0.00049212,0.02558451,2000
2014-09-18,-0.00083842,0.00087382,-0.01357413,-0.00003127,-0.00011549,0.01028386,2000
2014-09-19,-0.00072155,0.00071826,0.02626375,0.00044633,0.00063733,0.05279167,2000
2014-09-22,-0.00515283,0.00071802,0.04837217,-0.00326925,-0.00001330,0.03989852,2000
2014-09-23,-0.00165429,-0.00043705,-0.08354096,-0.00211896,-0.00003258,0.02675470,2000
2014-09-24,-0.00155762,0.00053325,-0.04689464,-0.00001361,-0.00025928,0.01553196,2000
2014-09-25,-0.00432508,0.00055997,-0.04247799,-0.00117489,-0.00026536,0.01972891,2000
2014-09-26,-0.00240432,0.00053031,-0.06008175,0.00127855,0.00040505,0.01935865,2000
2014-09-29,-0.00598801,-0.00048630,-0.10038754,-0.00391293,-0.00062579,0.04399917,2000
2014-09-30,0.00018531,-0.00017005,0.08073895,0.00014879,-0.00010608,0.02466081,2000
2014-10-01,0.00080481,-0.00051568,0.02342817,0.00051854,-0.00012115,0.00817168,2000
2014-10-02,0.00048015,-0.00031959,0.01163542,0.00022917,-0.00002295,0.00386649,2000
2014-10-03,0.00126627,0.00114374,0.07122342,0.00312389,-0.00025919,0.08691975,2000
2014-10-06,0.00899268,-0.00156164,0.10965664,0.00279378,0.00103344,0.07065371,2000
2014-10-07,-0.00056148,-0.00101398,0.04499872,-0.00198404,-0.00007582,0.02746389,2000
2014-10-08,0.00063451,-0.00044340,-0.05173945,-0.00090013,0.00046863,0.02220749,2000
2014-10-09,0.00228221,-0.00123270,-0.00791293,-0.00117084,0.00014550,0.00451760,2000
2014-10-10,-0.00468896,0.00026110,0.01577576,-0.00305157,0.00044406,0.00986422,2000
2014-10-13,0.00460235,-0.00101126,0.00819830,-0.00009984,0.00065703,0.01498846,2000
2014-10-14,0.00560359,-0.00034590,-0.00547819,0.00372482,0.00030940,0.07504901,2000
2014-10-15,-0.00541709,-0.00181001,0.01026493,-0.00558709,-0.00081240,0.02460562,2000
2014-10-16,-0.01306908,-0.00008645,-0.00714947,-0.00566759,-0.00149064,0.14369707,2000
2014-10-17,0.00789326,0.00031154,0.05924357,0.00648768,0.00027999,0.20414018,2000
2014-10-20,0.00083494,-0.00066907,-0.05953102,-0.00193498,-0.00005651,0.00863450,2000
2014-10-21,-0.00021090,0.00109037,0.08529045,0.00255966,0.00039750,0.05861226,2000
2014-10-22,0.00051397,-0.00011721,0.10503607,0.00051841,-0.00017459,0.02389489,2000
2014-10-23,0.00386619,0.00081625,-0.09813274,0.00198329,0.00044850,0.02079678,2000
2014-10-24,0.00205833,-0.00025134,-0.01619951,0.00032460,-0.00021331,0.00218440,2000
2014-10-27,-0.00960734,0.00156562,-0.05625174,-0.00517642,-0.00106211,0.09869685,2000
2014-10-28,0.00410135,-0.00023486,0.01084035,0.00136918,0.00027483,0.00732504,2000
2014-10-29,-0.00056485,0.00054544,-0.03054563,0.00173039,0.00008541,0.00631894,2000
2014-10-30,-0.00227868,-0.00017252,-0.01838453,-0.00204562,-0.00013987,0.00955189,2000
2014-10-31,0.00482758,0.00100457,0.16881368,0.00310780,-0.00060628,0.05180214,2000
2014-11-03,-0.00045334,0.00017295,0.00453618,0.00114161,-0.00036593,0.00438124,2000
2014-11-04,0.00456496,-0.00237488,0.08818713,-0.00543958,-0.00153902,0.00943896,2000
2014-11-05,-0.00128314,0.00151081,0.01702652,0.00147424,0.00045334,0.01983130,2000
2014-11-06,-0.00216938,0.00027455,-0.08814088,-0.00163315,0.00002600,0.02095500,2000
2014-11-07,0.00153559,-0.00074458,0.04033543,0.00143620,-0.00058967,0.00139912,2000
2014-11-10,0.00142015,-0.00017368,-0.00189317,0.00142469,0.00034887,0.01732752,2000
2014-11-11,0.00129360,-0.00042835,-0.03571814,-0.00005609,0.00021704,0.01256619,2000
2014-11-12,-0.00323282,-0.00017847,-0.00729768,-0.00104971,-0.00005448,0.00630265,2000
2014-11-13,-0.00083672,0.00023226,-0.02465740,-0.00096991,0.00001557,0.01032092,2000
2014-11-14,-0.00227062,0.00048852,0.01352816,-0.00011350,-0.00035601,0.00489273,2000
2014-11-17,-0.00194993,-0.00024357,-0.10236527,-0.00033380,0.00066429,0.01304675,2000
2014-11-18,0.00810646,-0.00196445,0.07940659,-0.00023447,0.00076756,0.00503129,2000
2014-11-19,-0.00035409,-0.00015714,0.02170281,-0.00059561,0.00024780,0.00391170,2000
2014-11-20,-0.00065657,-0.00088009,-0.03783815,-0.00005070,0.00017677,0.01657124,2000
2014-11-21,0.01231364,-0.00052096,-0.01362590,0.00610748,0.00084772,0.17342537,2000
2014-11-24,-0.00016686,0.00045323,-0.02509568,-0.00062265,-0.00005936,0.01095973,2000
2014-11-25,0.00262919,-0.00034055,-0.05877727,0.00123235,0.00038589,0.03318331,2000
2014-11-26,-0.00094940,0.00032062,0.01815201,-0.00166949,0.00001080,0.02038560,2000
2014-11-27,-0.07026220,0.01145560,-0.00007980,0.01563175,0.01286070,1.00000000,4
2014-11-28,-0.00944692,0.00134486,0.38896547,-0.00949266,-0.00091628,0.25107327,2000
2014-12-01,0.00199256,-0.00138693,0.02032547,-0.00206443,-0.00021564,0.00521404,2000
2014-12-02,-0.00412785,0.00090924,-0.08765025,-0.00284207,-0.00025173,0.09277625,2000
2014-12-03,0.00356452,-0.00094057,0.01358699,0.00124087,0.00052104,0.03801321,2000
2014-12-04,-0.00289339,0.00039431,-0.02881031,-0.00229287,-0.00060050,0.03092710,2000
2014-12-05,-0.00220621,0.00041250,0.01994640,-0.00047901,0.00009349,0.00747521,2000
2014-12-08,-0.00270816,-0.00029592,0.08508586,-0.00335233,-0.00049807,0.02236360,2000
2014-12-09,-0.00141813,-0.00230020,0.01054427,-0.00090472,-0.00098933,0.00497307,2000
2014-12-10,-0.00343347,0.00022767,-0.08287896,-0.00302483,-0.00041460,0.12693126,2000
2014-12-11,-0.00241041,0.00139038,0.02548880,0.00091709,-0.00001732,0.01936399,2000
2014-12-12,-0.00706808,-0.00052159,-0.00206852,-0.00557875,0.00032184,0.11293730,2000
2014-12-15,0.00017421,0.00125245,0.01319580,0.00269836,0.00003522,0.03256062,2000
2014-12-16,-0.00183007,-0.00072035,-0.01705959,-0.00371535,0.00036287,0.01181220,2000
2014-12-17,0.00081249,0.00026363,-0.01018565,0.00105784,0.00084796,0.03365154,2000
2014-12-18,0.01242550,-0.00079942,0.08261655,0.00894915,0.00197042,0.26954726,2000
2014-12-19,-0.00253044,0.00102578,-0.03441791,0.00134709,0.00043591,0.03345797,2000
2014-12-22,0.00224537,-0.00048341,-0.08650211,-0.00124215,-0.00031177,0.06001959,2000
2014-12-23,0.00027192,0.00085589,-0.02220902,0.00208164,-0.00001159,0.03712013,2000
2014-12-24,-0.00195580,0.00057275,-0.03957838,-0.00111796,-0.00025723,0.03609545,2000
2014-12-25,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4
2014-12-26,0.00383039,-0.00033102,0.03101409,0.00287264,0.00068309,0.07141080,2000
2014-12-29,-0.00432902,0.00080247,-0.03991430,0.00233738,0.00015271,0.03584860,2000
2014-12-30,-0.00010626,-0.00074497,-0.06701297,-0.00134239,0.00026423,0.01074100,2000
2014-12-31,-0.00113323,0.00065667,-0.03878679,-0.00361579,-0.00034839,0.17330225,2000
2015-01-01,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4
2015-01-02,-0.00067666,0.00072052,-0.14420968,-0.00030729,-0.00050631,0.08708503,2000
2015-01-05,-0.00462159,-0.00040408,0.03777240,-0.00423256,-0.00108044,0.08975238,2000
2015-01-06,0.00322629,-0.00046703,0.06622586,0.00011074,0.00013744,0.03203020,2000
2015-01-07,0.00573507,0.00014253,-0.08791592,0.00302203,0.00063343,0.08602157,2000
2015-01-08,0.00322829,0.00096822,0.00285365,0.00403106,0.00040660,0.07714566,2000
2015-01-09,-0.00041942,0.00023743,0.00455835,0.00072452,0.00027132,0.00735500,2000
2015-01-12,-0.00241472,0.00044465,-0.03948598,-0.00483195,-0.00070438,0.10411385,2000
2015-01-13,0.00286468,0.00082572,0.03417919,0.00201348,0.00024388,0.02292810,2000
2015-01-14,-0.00694627,-0.00087723,-0.04882816,-0.00465121,-0.00077954,0.05939089,2000
2015-01-15,0.00915605,-0.00148978,-0.02951104,0.00543934,0.00083158,0.14358523,2000
2015-01-16,-0.00015150,-0.00052387,0.00599812,0.00096924,0.00091918,0.02812750,2000
2015-01-19,0.03508182,-0.00890670,-0.00010973,0.00076151,0.00017547,1.00000000,4
2015-01-20,0.00129101,0.00034441,-0.07589277,-0.00129369,0.00031609,0.02603165,2000
2015-01-21,0.00140294,-0.00058018,0.02071364,0.00179549,0.00010004,0.02084967,2000
2015-01-22,0.00577161,-0.00025474,0.02244436,0.00265113,0.00033243,0.06426575,2000
2015-01-23,-0.00376086,0.00087235,0.03546185,-0.00003261,-0.00101472,0.01503959,2000
2015-01-26,-0.00070852,0.00012893,0.01724371,0.00088386,0.00007518,0.00362408,2000
2015-01-27,-0.00107437,-0.00199768,-0.00080234,-0.00337942,-0.00048969,0.08782946,2000
2015-01-28,-0.00253818,0.00175720,-0.09048608,-0.00057543,-0.00042133,0.06245804,2000
2015-01-29,0.00066490,0.00016963,-0.02707820,-0.00080939,-0.00000889,0.00177727,2000
2015-01-30,-0.00643285,-0.00000507,-0.00815457,-0.00294710,-0.00096305,0.04479976,2000
2015-02-02,0.00274824,0.00019907,0.05151837,0.00257826,-0.00000538,0.04723769,2000
2015-02-03,0.00555409,-0.00054904,0.08748052,0.00394602,0.00063650,0.09520995,2000
2015-02-04,-0.00386058,0.00023329,-0.10813632,-0.00351683,-0.00061087,0.09971202,2000
2015-02-05,0.00133184,0.00056503,-0.06521089,0.00327294,0.00034114,0.04060228,2000
2015-02-06,-0.00445746,0.00133570,-0.00624365,0.00177221,-0.00032202,0.01153694,2000
2015-02-09,0.00155224,-0.00095188,-0.01941481,0.00146306,-0.00037500,0.02674802,2000
2015-02-10,-0.00082828,0.00115063,-0.00663338,-0.00037431,-0.00017698,0.00253001,2000
2015-02-11,-0.00519041,0.00065679,0.08817419,-0.00228146,-0.00028729,0.03123126,2000
2015-02-12,0.00882019,-0.00106937,0.02406207,0.00512369,0.00060283,0.10434514,2000
2015-02-13,0.00645652,-0.00142232,0.00769902,0.00379202,0.00045812,0.01685589,2000
2015-02-16,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,4
2015-02-17,-0.00114171,0.00014436,-0.01207439,0.00002137,-0.00076028,0.01953062,2000
2015-02-18,-0.00110809,-0.00029297,-0.04409724,-0.00254293,-0.00000286,0.04297417,2000
2015-02-19,-0.00580397,0.00049740,0.06654560,-0.00606200,-0.00074327,0.09722235,2000
2015-02-20,0.00203976,-0.00077626,-0.03142976,0.00056670,-0.00058089,0.00567156,2000
2015-02-23,-0.00479959,0.00086013,0.04936537,-0.00314396,-0.00071038,0.10365590,2000
2015-02-24,0.00144589,-0.00029203,-0.01933424,0.00206603,-0.00002279,0.02213509,2000
2015-02-25,0.00029067,-0.00009761,0.00893934,0.00020629,-0.00033002,0.00260672,2000
2015-02-26,0.00095316,-0.00043593,-0.08279644,-0.00062076,-0.00015003,0.02061787,2000
2015-02-27,0.00117655,-0.00036945,-0.04145964,0.00026079,0.00027300,0.00712583,2000
2015-03-02,-0.00142500,0.00034718,0.00307778,-0.00151981,-0.00044553,0.01386049,2000
2015-03-03,0.00027792,-0.00067567,-0.01609589,0.00153637,0.00006280,0.01156592,2000
2015-03-04,0.00266094,-0.00189552,-0.01775616,-0.00030016,-0.00067185,0.00328479,2000
2015-03-05,-0.00108439,0.00060734,-0.02604311,-0.00021445,-0.00002133,0.00642922,2000
2015-03-06,-0.00752132,0.00036417,0.01912394,-0.00275241,-0.00048317,0.05009617,2000
2015-03-09,-0.00068504,0.00043131,-0.06325941,0.00060534,-0.00017941,0.02453797,2000
2015-03-10,-0.00625646,-0.00039333,0.00513465,-0.00312930,-0.00063323,0.06838614,2000
2015-03-11,-0.00015763,0.00014182,0.01987036,0.00107337,0.00032104,0.00527537,2000
2015-03-12,0.00659595,-0.00051600,-0.00716724,0.00140370,0.00053111,0.01810822,2000
2015-03-13,-0.00379144,0.00033931,0.04327484,-0.00169760,-0.00084808,0.05914970,2000
2015-03-16,0.00123679,0.00049121,-0.03077340,-0.00178510,-0.00020643,0.02607443,2000
2015-03-17,-0.00444797,0.00027832,-0.05230789,-0.00267102,-0.00031391,0.05080616,2000
2015-03-18,-0.00389058,0.00041311,-0.04547846,-0.00238468,-0.00010099,0.01244890,2000
2015-03-19,0.00189247,-0.00109303,-0.15681879,-0.00071619,-0.00141967,0.01872835,2000
2015-03-20,0.00716675,-0.00058676,-0.04706642,0.00276814,0.00063655,0.07949445,2000
2015-03-23,0.00371282,-0.00090390,-0.06851560,0.00002417,0.00041614,0.04420125,2000
2015-03-24,0.00360593,-0.00120694,0.01739159,-0.00093452,0.00031846,0.02016703,2000
2015-03-25,0.00173682,-0.00015377,-0.02226486,0.00143807,0.00076340,0.04220029,2000
2015-03-26,0.00574576,-0.00136946,0.21092058,0.00501270,0.00023078,0.06398523,2000
2015-03-27,-0.00447222,0.00118088,0.05525181,-0.00056624,-0.00056379,0.03253960,2000
2015-03-30,-0.00010184,0.00097347,0.09824157,0.00169659,0.00044072,0.01373588,2000
2015-03-31,-0.00292508,-0.00037634,0.01383919,-0.00169471,-0.00052299,0.03125662,2000
2015-04-01,0.00203234,-0.00079240,0.01967281,-0.00067252,0.00055663,0.00489087,2000
2015-04-02,0.00051754,-0.00012667,-0.02072671,-0.00032223,0.00007497,0.00328937,2000
2015-04-03,-0.00069080,-0.00118547,-0.00001426,0.00324092,0.00153288,1.00000000,4
2015-04-06,0.00607182,-0.00219914,0.00291132,0.00222116,0.00045739,0.08654984,2000
2015-04-07,0.00721053,-0.00190833,-0.03285416,-0.00331142,0.00071408,0.00418551,2000
2015-04-08,0.00247462,-0.00005052,0.03748642,0.00061761,0.00014704,0.00640496,2000
2015-04-09,-0.00023561,0.00009032,0.01032618,0.00074679,-0.00010182,0.00386670,2000
2015-04-10,0.00475711,-0.00076650,-0.07927808,0.00220986,0.00008702,0.05954239,2000
2015-04-13,0.00104770,-0.00040619,-0.01150651,0.00207903,0.00014189,0.02854860,2000
